,Id,Probability
0,0,0.520814353867801
1,1,0.42853821001937487
2,2,0.16577724412847974
3,3,0.5265031242342562
4,4,0.7225802297890931
5,5,0.29450114394985993
6,6,0.2735055474859542
7,7,0.39263542110838
8,8,0.042566544797611225
9,9,0.9478681389304798
10,10,0.08499487894784835
11,11,0.20406407614848368
12,12,0.13494333446758042
13,13,0.49720913071577516
14,14,0.423668691555602
15,15,0.19798168484661988
16,16,0.25980197268665006
17,17,0.15099060454100133
18,18,0.7630003129278049
19,19,0.5514473504181266
20,20,0.11237049851780978
21,21,0.14367445850337338
22,22,0.07287573754223967
23,23,0.9647028902149288
24,24,0.4522502954688351
25,25,0.21657339466417785
26,26,0.7369458461595396
27,27,0.08021632461363562
28,28,0.3965660840846997
29,29,0.20447110675578306
30,30,0.5643248095636862
31,31,0.04833335141074737
32,32,0.13938690935371123
33,33,0.5168008553541659
34,34,0.8833729992905937
35,35,0.4579830827672988
36,36,0.3388832479583544
37,37,0.14883465434392837
38,38,0.12024461166578249
39,39,0.4683851625371753
40,40,0.8524390266793139
41,41,0.8194593518281545
42,42,0.6318829603630898
43,43,0.09004882105907946
44,44,0.3882798770352061
45,45,0.048122558232989554
46,46,0.04899964570651903
47,47,0.23227224565458846
48,48,0.19239019150900882
49,49,0.3254308217889194
50,50,0.1628164505617863
51,51,0.33585475323539604
52,52,0.09066208058229919
53,53,0.4827168641536961
54,54,0.24535815433678065
55,55,0.5830263616889457
56,56,0.07559727486882495
57,57,0.6696406572323406
58,58,0.6292330261147342
59,59,0.5014104916871075
60,60,0.233577268900281
61,61,0.11984932406679241
62,62,0.17358107615329066
63,63,0.09425226551806976
64,64,0.1882728299158346
65,65,0.24571557282983067
66,66,0.16959306732792154
67,67,0.6926452469779641
68,68,0.08805435495217423
69,69,0.9742697966947171
70,70,0.16114572248789974
71,71,0.5873660878530692
72,72,0.07872188908345173
73,73,0.8627779868394974
74,74,0.14971026132880108
75,75,0.2567114012464988
76,76,0.5425756348969024
77,77,0.35656319790870705
78,78,0.251377031244368
79,79,0.27330474875800304
80,80,0.16648797517339933
81,81,0.20083460358993996
82,82,0.34515415171198044
83,83,0.0746803989107678
84,84,0.19566774264171588
85,85,0.1381995614758658
86,86,0.4839073962793027
87,87,0.09765927436751504
88,88,0.3656594803006875
89,89,0.182324049592642
90,90,0.4069755530875649
91,91,0.20314194284010514
92,92,0.13214430491059706
93,93,0.17856130178336788
94,94,0.06325750765287072
95,95,0.38620757597640043
96,96,0.2867925233525363
97,97,0.6516166102211393
98,98,0.14428180459415885
99,99,0.14566284265957882
100,100,0.5222941152673697
101,101,0.48886786918356956
102,102,0.06166592246838597
103,103,0.382056569884142
104,104,0.5412044827907048
105,105,0.3337961428340314
106,106,0.900760034686375
107,107,0.1469642959948723
108,108,0.08325890002129874
109,109,0.23856826463488817
110,110,0.14407646426344523
111,111,0.35359797567883083
112,112,0.2917345256913851
113,113,0.9576456085148091
114,114,0.7313735545197503
115,115,0.15308226466727187
116,116,0.0536525004166485
117,117,0.7225778662043083
118,118,0.11307967229150398
119,119,0.10533636083100259
120,120,0.1037606383110701
121,121,0.4700351953970082
122,122,0.15082840494909786
123,123,0.9847155831539322
124,124,0.07604252978665717
125,125,0.22179426597602736
126,126,0.08416214394787502
127,127,0.17324153345798865
128,128,0.08253256312622365
129,129,0.44146061487171506
130,130,0.35349728037424893
131,131,0.5024647093027029
132,132,0.09896869838201414
133,133,0.6389243220935226
134,134,0.5983206300241004
135,135,0.08463705257945593
136,136,0.7408083159279065
137,137,0.3671026763618764
138,138,0.06522316665662994
139,139,0.1003683633218537
140,140,0.06546221129819466
141,141,0.1512065158204742
142,142,0.057776913198460865
143,143,0.138192849288909
144,144,0.8689401498408922
145,145,0.09539960562370536
146,146,0.06103663478662503
147,147,0.6206673347602252
148,148,0.09709999728814958
149,149,0.3839501829392704
150,150,0.06792642789589971
151,151,0.10158914967768184
152,152,0.08645670040685807
153,153,0.12393634895505518
154,154,0.14614295857437856
155,155,0.1829245358896299
156,156,0.45995102685949685
157,157,0.03794882943632712
158,158,0.5354644974593892
159,159,0.09230081139065624
160,160,0.06601320238198205
161,161,0.11128131737448002
162,162,0.16227675219452156
163,163,0.40727233801799845
164,164,0.15341298714256232
165,165,0.19907259876408517
166,166,0.9713891740797932
167,167,0.2707019004606077
168,168,0.7739191944280969
169,169,0.1378822509195885
170,170,0.05885454609726278
171,171,0.1764874974815681
172,172,0.19017322835118372
173,173,0.3606467122257351
174,174,0.1719381998939171
175,175,0.891015828584503
176,176,0.21720798532939328
177,177,0.5733381237513131
178,178,0.1611442712676317
179,179,0.1450474311521226
180,180,0.35936336941974045
181,181,0.09101678672057831
182,182,0.19043509335703496
183,183,0.24061572180964577
184,184,0.6795421892173159
185,185,0.08632674795216848
186,186,0.09379056665412888
187,187,0.2708580232817358
188,188,0.39472092427573524
189,189,0.23043217036156366
190,190,0.13388870713722498
191,191,0.32687028945584307
192,192,0.16246866087530573
193,193,0.48537876973152627
194,194,0.13508921686326347
195,195,0.3032443075633282
196,196,0.10999124560424275
197,197,0.10396474132884498
198,198,0.11763006618892308
199,199,0.093628082587561
200,200,0.5160649346717342
201,201,0.26240169370308347
202,202,0.8777626444385913
203,203,0.3151527817960248
204,204,0.19396933045423842
205,205,0.047800863159534815
206,206,0.19885366131696788
207,207,0.0860130500749342
208,208,0.5582375877478701
209,209,0.07353666134695092
210,210,0.735679548618035
211,211,0.21699427198611207
212,212,0.24522242084091045
213,213,0.09081275785041315
214,214,0.1879564447141372
215,215,0.4647940486663644
216,216,0.0988586770943072
217,217,0.5530116777148242
218,218,0.19305003619777478
219,219,0.059148128031488924
220,220,0.20418317930093235
221,221,0.15426649230699263
222,222,0.14437329352093303
223,223,0.10462487118796479
224,224,0.12066781774899377
225,225,0.4875917954009411
226,226,0.10191678349175665
227,227,0.5269681157052881
228,228,0.5759134106453206
229,229,0.9523929641483572
230,230,0.694988518385234
231,231,0.13401403711087514
232,232,0.14123868528161113
233,233,0.14851870036489317
234,234,0.07288203419497227
235,235,0.7488853206341745
236,236,0.38867057566654256
237,237,0.05719413340834169
238,238,0.15211110367680655
239,239,0.20366787242192974
240,240,0.3881017476751744
241,241,0.16785148844293413
242,242,0.09187502043729481
243,243,0.24730167135509518
244,244,0.5747851580914849
245,245,0.15392160669035287
246,246,0.44094144523167117
247,247,0.06912703213205285
248,248,0.1424002992930014
249,249,0.8423776562504336
250,250,0.32932670062141967
251,251,0.8221608633285288
252,252,0.05823601950947949
253,253,0.5376098041919726
254,254,0.06877299378578342
255,255,0.0797340348809008
256,256,0.3100432089002177
257,257,0.8681896771335399
258,258,0.34472508294517373
259,259,0.6715584784882429
260,260,0.19763844773059314
261,261,0.16468281896752587
262,262,0.0538289589205133
263,263,0.4369894375627053
264,264,0.6146142709891584
265,265,0.22156542768472573
266,266,0.5049895148916641
267,267,0.4587970812278345
268,268,0.8087962802284464
269,269,0.09128304108385477
270,270,0.2581712516274884
271,271,0.4555864169210346
272,272,0.08237689576316487
273,273,0.1462248647097589
274,274,0.09245543883784196
275,275,0.24961016311118744
276,276,0.12496491038613247
277,277,0.10508820945115285
278,278,0.5116884828717042
279,279,0.21392632181336269
280,280,0.9877821046639605
281,281,0.3757061712964963
282,282,0.5028966135924717
283,283,0.11334555789091058
284,284,0.17766516799276114
285,285,0.09703963407654037
286,286,0.13051839448614483
287,287,0.3921932706647284
288,288,0.7187886280374872
289,289,0.5875313576967873
290,290,0.7816708521427295
291,291,0.047747843346677116
292,292,0.30654516287885825
293,293,0.1465807831637605
294,294,0.058582915910026234
295,295,0.24043307419599821
296,296,0.12485910903243311
297,297,0.22949879652975003
298,298,0.0657418309468233
299,299,0.08412933912619286
300,300,0.5161154923463777
301,301,0.06862228612136777
302,302,0.1389131004406786
303,303,0.13208269644349835
304,304,0.9452644478220759
305,305,0.31024014006725154
306,306,0.05396417152227578
307,307,0.9478681389304798
308,308,0.8576722227293302
309,309,0.11731439252827272
310,310,0.9687488594703323
311,311,0.20752635406991207
312,312,0.8835287716113861
313,313,0.3633620596425649
314,314,0.339298880088903
315,315,0.5700771300578165
316,316,0.8804591917068969
317,317,0.10461141461895118
318,318,0.11678589469879438
319,319,0.5484897338278276
320,320,0.5767704376788999
321,321,0.18529207856547958
322,322,0.1476629303516926
323,323,0.09969186645530304
324,324,0.4913888959425377
325,325,0.10831786254411663
326,326,0.18054494385988668
327,327,0.09832605919422019
328,328,0.2735222168563283
329,329,0.061934679387417056
330,330,0.21371956247637955
331,331,0.19964641732039673
332,332,0.10559447890896978
333,333,0.24836289996894798
334,334,0.36496553754300604
335,335,0.4236000404793239
336,336,0.1628322866886584
337,337,0.8961745231479821
338,338,0.3571155822574562
339,339,0.08188453842509563
340,340,0.04929294808913254
341,341,0.17255410525206794
342,342,0.16110431491384267
343,343,0.3553240471285872
344,344,0.14638505229040233
345,345,0.2687796850839044
346,346,0.9497741991381149
347,347,0.618161057495237
348,348,0.22097791643401066
349,349,0.10398307001503773
350,350,0.5037416941011051
351,351,0.4534733963004123
352,352,0.056974989113872665
353,353,0.6884405642267731
354,354,0.12803285655704977
355,355,0.07212791790924247
356,356,0.9771119685012587
357,357,0.07526517202106986
358,358,0.24662177782528408
359,359,0.7704582582643531
360,360,0.16767393628047964
361,361,0.11679715234837276
362,362,0.08348901030527725
363,363,0.19227775163243435
364,364,0.7615275104236608
365,365,0.643079080695743
366,366,0.2333831355014961
367,367,0.5723366226494492
368,368,0.12754260556341754
369,369,0.8997488450689427
370,370,0.10074766515097677
371,371,0.5212019392044563
372,372,0.10239838845642835
373,373,0.13867053580798172
374,374,0.09142702876268535
375,375,0.05373639931761219
376,376,0.26140849030843205
377,377,0.06461911375172938
378,378,0.18589655335322153
379,379,0.21272602229042173
380,380,0.11235015984852173
381,381,0.19774343711190032
382,382,0.3049542476281876
383,383,0.5999254898412303
384,384,0.06733724974814034
385,385,0.06335441758560723
386,386,0.06342797602158162
387,387,0.11120748582803092
388,388,0.2570559015681032
389,389,0.1430818501271613
390,390,0.05502422911134669
391,391,0.090184707061984
392,392,0.2460113592371263
393,393,0.6465928621421984
394,394,0.11793467346375297
395,395,0.05916113872621423
396,396,0.45592665049919845
397,397,0.7248749779458467
398,398,0.08391014000343344
399,399,0.2025045399549582
400,400,0.09281586934946046
401,401,0.06874869340645362
402,402,0.231812875474363
403,403,0.05780696053210602
404,404,1.0052339781887163
405,405,0.9949791803842627
406,406,0.2320583506374364
407,407,0.5301553837856472
408,408,0.275138638957025
409,409,0.19032780517902811
410,410,0.20502217623701885
411,411,0.4019810895490445
412,412,0.7126682951980364
413,413,0.14515390870986547
414,414,0.10488639851331821
415,415,0.8102231665364371
416,416,0.6062896806228029
417,417,0.3452560067098473
418,418,0.1448594156352519
419,419,0.19546590026843674
420,420,0.13561080879968507
421,421,0.10096626244090776
422,422,0.3032018588802192
423,423,0.0770149532126591
424,424,0.07186151785940117
425,425,0.10540842038077011
426,426,0.18114017609272964
427,427,0.18482022116271482
428,428,0.7194144976787499
429,429,0.12024980070187957
430,430,0.8763922867135546
431,431,0.06110118725011236
432,432,0.15405880231026692
433,433,0.17573426640116366
434,434,0.3154133552741688
435,435,0.32967219999330655
436,436,0.48638361215864195
437,437,0.6942955717474314
438,438,0.09844522088791063
439,439,0.44625931294419957
440,440,0.21141340230271807
441,441,0.27105653728171547
442,442,0.45251539726595214
443,443,0.06975103228290665
444,444,0.5362303012494074
445,445,0.8701431517453415
446,446,0.14614135479292123
447,447,0.7729207933338718
448,448,0.5002416701861899
449,449,0.06580259608393513
450,450,0.3198947831154833
451,451,0.057235760897705226
452,452,0.6153538925777854
453,453,0.16780210029111375
454,454,0.4603975126227327
455,455,0.22290439182402397
456,456,0.41342931699684005
457,457,0.08730892492232253
458,458,0.5841950911060277
459,459,0.13366866809262837
460,460,0.18946476531712475
461,461,0.4535095391262756
462,462,0.1762124110572236
463,463,0.49264382050528116
464,464,0.3340986829938185
465,465,0.06046488998885973
466,466,0.12999385903544983
467,467,0.1409412053062179
468,468,0.09704070634213466
469,469,0.7876069714995192
470,470,0.05047160388490414
471,471,0.1354786216133709
472,472,0.8967289646647344
473,473,0.3087090308888043
474,474,0.12270557499953424
475,475,0.1290079952774245
476,476,0.07510572881309252
477,477,0.15789792204359526
478,478,0.322462946950074
479,479,0.10846451920317168
480,480,0.6517144854232754
481,481,0.08088854805629489
482,482,0.3206900742342992
483,483,0.37384797897053923
484,484,0.04385927282112703
485,485,0.8512951044896054
486,486,0.33572424265679357
487,487,0.5233660984568222
488,488,0.4098629657110003
489,489,0.37434586737423264
490,490,0.11513061034476055
491,491,0.28644082049865915
492,492,0.9248678907786796
493,493,0.09838295190709315
494,494,0.861722058344602
495,495,0.11945179783793727
496,496,0.1416238607526082
497,497,0.12570966721367402
498,498,0.5540502245002883
499,499,0.08982199817871553
500,500,0.1454698900444599
501,501,0.13273195066111002
502,502,0.26631656565900996
503,503,0.16108039362065346
504,504,0.08008382259798616
505,505,0.7526891241314863
506,506,0.3217449633757361
507,507,0.055396841535088746
508,508,0.0812128241891899
509,509,0.13118205954337106
